Hallazgo;Fecha identificación
Automatizar la revisión de casos notificados y no notificados a través de un Panel Power BI, que será gestionado por la Jefa de Gestión Regulatoria, permitiendo reducir significativamente el tiempo requerido para revisar y validar si los diagnósticos GES han sido correctamente notificados, y enfocar los recursos exclusivamente en gestionar aquellos casos que no han sido notificados. Este panel, realiza un cruce entre los diagnósticos notificados GES en IMED y la base de datos de atenciones del Centro Médico, por lo que aparece el status de forma automática como: notificado, sin notificar, no corresponde ges, sin formulario.*;15/8/2021
Instalación de formularios autocopiativos físicos en caso de falla de IMED o caída de SAP - Internet en todos los pisos del centro médico.;14/8/2021
Desarrollo de reuniones de reforzamiento de notificación GES con equipos médicos y sus asistentes (Foco equipo de columna), a realizar con el apoyo de la Jefa de Gestión Regulatoria.;13/8/2021
a.- Posterior a la estabilización del paciente, se robustecerán los controles a fin de cumplir con las definiciones internas. b.- Respecto a los casos pendientes, se gestionarán las cuentas con los respectivos aseguradores, con el fin de obtener la valorización final y proceder posteriormente con la facturación. Por otra parte, se dará extrema celeridad en el re-ingreso de cuentas que estén en estado “devuelto”, para poder revisarlas y reingresarlas al flujo y cumplir con la recaudación pendiente.;12/8/2021
Se realizará una revision semanal de libros de controlados con respecto a los descuentos e ingresos, y así robustecer los controles asociados a la gestión de los medicamentos.;11/8/2021
Se eliminará el pago por boletas de honorarios, a los funcionarios que realizan actividades adicionales y distintas por las cuales se generó la relación laboral. Dichos pagos, serán ctuados a través de sociedades de prestación de servicios. Responsable: Felipe Valenzuela - J RRHH;10/8/2021
Confección de protocolo de atención prrente, que cumpla con lo estipulado en la Ley 21.168. Responsable: Patricia Marchant - Subgerente Calidad;9/8/2021
Con frecuencia diaria, se realizará un control aleatorio por parte de un supervisor de caja. De existir algún incumplimiento en la política, se cursará una carta de amonestación en el acto.;8/8/2021
a. Adjuntar copia del cargo en MK a toda receta médica que involucre medicamentos controlados. Sin el cargo adjunto, no se despachará la receta médica.;7/8/2021
b. Las recetas médicas se emitan conforme a lo señalado por la normativa vigente. Esto es nombre del paciente, rut del paciente, nombre genérico del medicamento, dosis utilizada, cantidad de unidades utilizadas (ampollas, comprimidos), fecha de emisión de la receta médica, firma y timbre del médico que emite la receta médica. Si la receta médica no cumple con los requisitos señalados, no será despachada.;6/8/2021
"c. Se reforzará normativa vigente a todos los profesionales que tienen a cargo el uso de estos medicamentes, cirujanos y anestesistas; apoyándose con las normativas establecidas por la autoridad sanitaria.";5/8/2021
d. El bolso se utiliza cuando un paciente UCI debe salir de la unidad UPC a otro piso de la clínica. En éste se encuentran los medicamentos básicos para mantener la continuidad de la atención. En relación a los controlados, éstos se mantendrán en una caja junto con los demás controlados bajo llave. Esta caja permitiría integrarlos al bolso al momento del traslado del paciente, manteniendo el resguardo de manera apropiada. El bolso es responsabilidad del enfermero que traslada al paciente.;4/8/2021
Cuadrar stock físico con libro de controlados, realizado el día 03/10 por parte de Estefany San Martin director técnico de Farmacia Venta Publico con supervisión de Franco Rodríguez, Subgerente Comercial;3/8/2021
Director técnico enviará nómina semanalmente a la Administración (subgerente comercial y EU de calidad), en el cual se describirá la totalidad de medicamentos controlados vendidos en la semana;2/8/2021
Director técnico informará cuadratura de stock físico con libro de controlados, esto de manera semanal a la Administración (subgerencia comercial y Eu calidad).;1/8/2021
Director técnico informará cuadratura de stock físico con sistema MK, esto de manera semanal a la Administración (subgerencia comercial y Eu calidad).;31/7/2021
Director técnico enviará trimestralmente a laboratorios proveedores de medicamentos controlados, nómina de guías de despacho recibidas e informará a la Administración del envío. (subgerencia comercial y Eu calidad);30/7/2021
Director técnico enviará mensualmente a SEREMI de Salud la nómina de recetas cheque y guías de despacho recibidas, a su vez se informará a la Administración (subgerencia comercial y Eu calidad);29/7/2021
a. Se reforzará al personal responsable de realizar los registros correspondientes para que ficha clínica se encuentre completa.;28/7/2021
b. Aplicación de check list a ficha clínica antes de realizar el alta de paciente y ser llevadas a programas médicos.;27/7/2021
d. Personal de archivo seguirá revisando fichas clínicas a su ingreso, con énfasis en documentos obligatorios, cualquier hallazgo será reportado a la jefatura que corresponda para la realización de acción de mejora correspondiente;26/7/2021
c. Se realizará mensualmente a partir de diciembre 2022, auditoria de ficha clínica con una muestra de 60 fichas mensuales, donde se revisarán los ítems evaluados en Auditoría reciente. La unidad de calidad emitirá informe mensual.;25/7/2021
El Departamento de Prevención de Riesgos, creó Protocolo de Acceso REAS que define y regulariza el acceso y control del personal encargado de la Bodega REAS;24/7/2021
1. Se asigna un libro exclusivo para el traspaso de medicamentos que presentan mayor salida (FENTANILO) y de esta manera faciltar el trapaso en paralelo de las recetas. 2. Se rebaja stock de medicamentos controlados asociada a Resolución Sanitaria de destrucción de vencidos y/o deteriorados (diciembre 2022). 3. Se realiza ingreso de guías de medicamentos controlados. 4. Dada la alta salida de medicamentos controlados que hemos experimentado los últimos meses asociada a la administración de dosis unitaria en los servicios clínicos, se define un horario de dedicación exclusiva para el traspaso de recetas. 5. Se valida con Red de Clínicas Regionales la homologación de libro de controlados a un libro electrónico de recetas, utilizando la aplicación desde MK, previa autorización de SEREMI de Salud Del Maule. Se procederá a la consulta de seremi;23/7/2021
a) Al momento del alta del paciente, la enfermera de turno imprimirá el egreso hospitalario junto a la epicrisis y se le presentará al médico, para que proceda a completar todos los ítems. b) La enfermera de MQ, UPC o matrona coordinadora revisará la ficha y formulario de egreso, en caso de que la ficha no se encuentre completa, se devolverá al médico para que proceda a completar lo que corresponda. c) Se realizará una auditoria de fichas al 10% por parte de enfermera de calidad enfocándose en los ítems: destino de alta, diagnósticos genéricos y firma del médico. Los resultados serán utilizados para gestionar mejoras inmediatas y resolver casos en falta, si corresponde.;22/7/2021
Admisión Hospitalaria a) Se reforzó supervisión del subgerente comercial de todas las carpetas de admisión diariamente. b) Se realizará una auditoría al 10% de las carpetas para supervisar aún más este eje.;21/7/2021
1. El área de cobranza corporativa enviará mensualmente un listado de pacientes con saldos a favor para que la Clínica realice la gestión de solicitud de devolución a tesorería corporativa (Carolina Vega o su reemplazo) 2. Para los casos actualmente detectados se gestionarán las devoluciones a más tardar el 23 de septiembre 2022.;20/7/2021
1. El ingreso de enfermería no estaba dentro del protocolo de acreditación y, por ende, no se consideraba por lo que se incluyó. 2. Se especificará en el repositorio de cobranza en MK cada ítem si corresponde alguna observación, no solo registrar con un check, sino que especificar como N/E (nada especial, si corresponde) o N/A (no aplica). 3. En evolución médica: En pacientes con hospitalizaciones de menos de 24hrs, en pacte quirúrgico se considerará que el ingreso médico, protocolo operatorio y epicrisis, como evolución, ya que el paciente sale de pabellón con las indicaciones dadas por el médico para su alta. 4. Se reforzó a través de una reunión presencial el día 07 de septiembre 2022, con el estamento médico y de enfermería el correcto llenado de información en la ficha clínica, especialmente: evoluciones, hojas de evoluciones y observaciones. 5. Se incorporará una segunda revisión por parte del área responsable de la custodia de fichas clínicas, en donde se cotejará que contenga la documentación asociada a la admisión correspondiente y revisará en MK Web la existencia de la documentación digital respectiva.;19/7/2021
1. Se implementa firma digital (85% avance actual) y regularización de anexos. 2. Digitalización de carpetas de personal 3. Realización de checklist, estos deberán venir con el contrato del colaborador previa firma de gerente general;18/7/2021
1. Envío de reporte a gerencia de Licencias ingresadas en BUK vs Reloj Control (martes y jueves). 2. Chequeo cruzado: Envío de reporte a jefaturas de licencias médicas, ausentismos y permisos. Este deberá ser validado para proceder con el pago. Esto se solicitará 3 días antes de la validación del libro de remuneraciones 3. Instructivo de licencias médicas, con el objetivo de concentrar la derivación de la licencia a RRHH;17/7/2021
